Transaction_ID,Transaction_date,Supplier,Price,Payment_Type,Client ID,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
12529,1/20/09 5:24,25711,7500,Mastercard,54718,Shreveport                  ,LA,United States,1/20/09 5:13,1/20/09 7:15,32.525,-93.75
12530,1/20/09 6:03,25712,1200,Mastercard,54719,Shreveport                  ,LA,United States,1/20/09 5:13,1/20/09 7:15,32.525,-93.75
12531,01-10-09 11:37,25713,1200,Amex,54720,Little Silver               ,NJ,United States,12/28/08 20:10,1/20/09 7:42,40.33667,-74.0475
12532,1/20/09 5:50,25714,1200,Visa,54721,Abbey Town,England,United Kingdom,1/20/09 4:23,1/20/09 7:46,54.8333333,-3.2833333
12533,1/19/09 16:32,25715,1200,Amex,54722,Mid City West               ,PA,United States,1/19/09 10:24,1/20/09 10:09,39.95222,-75.16417
12534,1/18/09 10:42,25716,1200,Visa,54723,Atlanta,Georgia,United States,1/18/09 0:00,1/20/09 11:09,33.74889,-84.38806
12535,01-07-09 6:11,25717,3600,Visa,54724,Paris,Ile-de-France,France,01-07-09 5:30,1/20/09 11:22,48.8666667,2.3333333
12536,01-03-09 8:29,25718,1200,Visa,54725,Milton Keynes,England,United Kingdom,10-10-08 1:26,1/20/09 11:31,52.0333333,-0.7
12537,01-01-09 2:09,25719,1200,Mastercard,54726,Dresden,Saxony,Germany,03-12-06 11:31,1/20/09 11:56,51.05,13.75
12538,1/20/09 12:34,25720,1200,Mastercard,54727,NYC                         ,NY,United States,1/20/09 12:17,1/20/09 12:55,40.71417,-74.00639
12539,1/20/09 3:51,25721,1200,Visa,54728,The Grange,Queensland,Australia,11-12-08 3:34,1/20/09 13:11,-24.8166667,152.4166667
12540,1/15/09 11:26,25722,1200,Visa,54729,Brookline                   ,MA,United States,07-11-07 11:18,1/20/09 14:01,42.33167,-71.12167
12541,01-05-09 16:55,25723,1200,Visa,54730,Montreal-Nord,Quebec,Canada,9/29/03 17:08,1/20/09 14:38,45.6,-73.6166667
12542,01-12-09 19:47,25724,1200,Mastercard,54731,Irving                      ,TX,United States,12-10-08 21:49,1/20/09 18:02,32.81389,-96.94861
12543,01-04-09 19:20,25725,1200,Amex,54732,Ottawa Hills                ,OH,United States,01-04-09 18:38,1/20/09 18:03,41.66417,-83.64333
12544,01-10-09 8:33,25726,3600,Mastercard,54733,Portola Valley              ,CA,United States,02-04-07 10:09,1/20/09 22:06,37.38417,-122.23417
12545,01-09-09 14:51,25727,1200,Visa,54734,Sydney,New South Wales,Australia,01-07-09 18:15,1/21/09 0:29,-33.8833333,151.2166667
12546,1/16/09 2:41,25728,7500,Visa,54735,Kearns                      ,UT,United States,1/15/09 18:01,1/21/09 1:02,40.66,-111.99556
12547,1/16/09 18:36,25729,1200,Visa,54736,Wollongong,New South Wales,Australia,11-01-08 16:32,1/21/09 1:49,-34.4333333,150.8833333
12548,1/20/09 8:10,25730,1200,Amex,54737,Brooklyn                    ,NY,United States,08-05-07 18:52,1/21/09 5:16,40.65,-73.95
12549,01-06-09 12:45,25731,3600,Amex,54738,Penngrove                   ,CA,United States,01-05-09 14:06,1/21/09 11:18,38.29972,-122.66556
12550,01-10-09 8:13,25732,1200,Visa,54739,Lemont                      ,IL,United States,01-09-09 19:15,1/21/09 11:35,41.67361,-88.00167
12551,01-07-09 14:15,25733,1200,Mastercard,54740,San Carlos                  ,CA,United States,01-05-09 15:42,1/21/09 12:00,37.50722,-122.25944
12552,01-08-09 15:27,25734,1200,Mastercard,54741,Chicago                     ,IL,United States,01-04-09 22:22,1/21/09 13:28,41.85,-87.65
12553,1/21/09 11:36,25735,1200,Visa,54742,Oslo,Oslo,Norway,12/23/08 12:02,1/21/09 13:47,59.9166667,10.75
12554,1/21/09 14:06,25736,1200,Visa,54743,Wantagh,NY,United States,1/21/09 12:00,1/21/09 14:06,40.68361,-73.51056
12555,01-02-09 2:28,25737,1200,Mastercard,54744,Coomera,Queensland,Australia,05-03-08 4:14,1/21/09 16:37,-27.8833333,153.3
12556,1/19/09 19:07,25738,1200,Diners,54745,Fort Oglethorpe             ,GA,United States,1/19/09 16:52,1/21/09 17:02,34.94889,-85.25694
12557,1/18/09 6:27,25739,1200,Mastercard,54746,Corbin City                 ,NJ,United States,10/27/05 19:22,1/21/09 17:10,39.24167,-74.81556
12558,1/20/09 11:58,25740,1200,Mastercard,54747,Lakeside                    ,CA,United States,11-01-08 23:14,1/21/09 17:25,32.85722,-116.92139
12559,1/20/09 16:32,25741,1200,Visa,54748,Margate                     ,FL,United States,01-02-08 9:52,1/21/09 19:05,26.30972,-80.2375
12560,01-01-09 7:09,25742,1200,Amex,54749,South Palm Beach            ,FL,United States,2/28/05 5:40,1/21/09 19:14,26.70528,-80.03667
12561,1/21/09 14:55,25743,1200,Diners,54750,New York                    ,NY,United States,1/21/09 10:23,1/21/09 20:34,40.71417,-74.00639
12562,01-07-09 22:29,25744,1200,Mastercard,54751,Anchorage                   ,AK,United States,01-07-09 13:23,1/21/09 22:30,61.21806,-149.90028
12563,01-11-09 22:22,25745,3600,Visa,54752,Mona Vale,New South Wales,Australia,12/30/08 17:48,1/21/09 22:33,-33.6666667,151.3
12564,1/21/09 14:25,25746,1200,Visa,54753,Castricum,Noord-Holland,Netherlands,12/28/07 15:28,1/22/09 0:38,52.55,4.6666667
12565,1/18/09 16:50,25747,1200,Visa,54754,North Brunswick             ,NJ,United States,1/18/09 16:25,1/22/09 1:17,40.4497,-74.482
12566,1/21/09 12:08,25748,3600,Visa,54755,Jacksonville                ,FL,United States,1/21/09 11:39,1/22/09 6:13,30.33194,-81.65583
12567,1/22/09 6:41,25749,1200,Visa,54756,Baytown                     ,TX,United States,1/22/09 4:32,1/22/09 6:54,29.73528,-94.97722
12568,01-12-09 9:23,25750,1200,Mastercard,54757,Winter Haven                ,FL,United States,01-10-09 14:55,1/22/09 7:59,28.02194,-81.73306
12569,1/22/09 8:23,25751,1200,Visa,54758,Gonzaga Univ                ,WA,United States,1/22/09 7:55,1/22/09 8:14,47.65889,-117.425
12570,01-03-09 6:41,25752,3600,Visa,54759,Malmo,Skane,Sweden,08-07-08 9:24,1/22/09 11:24,55.6,13
12571,01-01-09 12:20,25753,3600,Visa,54760,San Pawl tat-Targa, ,Malta,9/17/05 3:32,1/22/09 12:00,35.9202778,14.4425
12572,01-04-09 22:00,25754,3600,Amex,54761,Wiesbaden,Hessen,Germany,01-04-09 11:32,1/22/09 12:21,50.0833333,8.25
12573,1/21/09 2:15,25755,1200,Visa,54762,London,England,United Kingdom,01-08-09 2:50,1/22/09 13:46,51.52721,0.14559
12574,01-01-09 14:22,25678,1200,Mastercard,54763,Stavanger,Rogaland,Norway,6/19/08 10:48,1/22/09 14:38,58.9666667,5.75
12575,1/16/09 1:07,25679,3600,Diners,54764,Cork,Cork,Ireland,1/14/09 4:10,1/22/09 15:06,51.8986111,-8.4958333
12576,1/20/09 8:51,25680,1200,Visa,54765,Winchester                  ,MA,United States,7/23/08 14:59,1/22/09 18:08,42.45222,-71.1375
12577,01-04-09 9:02,25681,1200,Visa,54766,Calgary,Alberta,Canada,12/13/08 19:20,1/22/09 19:27,51.0833333,-114.0833333
12578,01-06-09 8:34,25682,1200,Visa,54767,Dallas                      ,TX,United States,01-05-09 15:00,1/22/09 21:41,32.78333,-96.8
12579,01-08-09 4:16,25683,1200,Visa,54768,Malahide,Dublin,Ireland,4/18/06 13:26,1/23/09 2:21,53.4508333,-6.1544444
12580,1/23/09 3:33,25684,3600,Mastercard,54769,Saint Paul                  ,MN,United States,1/23/09 3:00,1/23/09 3:00,44.94444,-93.09306
12581,01-06-09 4:18,25685,1200,Visa,54770,Edinburgh,Scotland,United Kingdom,01-06-09 3:38,1/23/09 3:22,55.95,-3.2
12582,1/23/09 3:30,25686,1200,Amex,54771,Naarden,Noord-Holland,Netherlands,1/23/09 3:27,1/23/09 3:40,52.3,5.15
12583,01-10-09 4:04,25687,1200,Visa,54772,Oldenburg,Lower Saxony,Germany,12/20/08 8:41,1/23/09 5:28,53.1666667,8.2
12584,01-05-09 2:57,25688,7500,Visa,54773,Rennes,Brittany,France,12/29/08 3:16,1/23/09 7:29,48.0833333,-1.6833333
12585,1/21/09 14:15,25689,1200,Amex,54774,Ely                         ,NV,United States,1/21/09 13:56,1/23/09 10:35,39.2475,-114.88778
12586,1/21/09 6:39,25690,1200,Amex,54775,Norfolk                     ,VA,United States,7/30/07 21:10,1/23/09 12:48,36.84667,-76.28556
12587,1/19/09 8:14,25691,1200,Visa,54776,Houston                     ,TX,United States,01-04-09 12:39,1/23/09 12:52,29.76306,-95.36306
12588,1/23/09 8:00,25692,1200,Diners,54777,Chepel,Budapest,Hungary,1/22/09 9:55,1/23/09 12:59,47.4166667,19.0833333
12589,1/22/09 23:35,25693,1200,Mastercard,54778,Buffalo Grove               ,IL,United States,1/22/09 23:23,1/23/09 22:05,41.98111,-89.595
12590,1/14/09 3:09,25694,1200,Mastercard,54779,Newburgh,Scotland,United Kingdom,4/25/07 5:08,1/24/09 2:12,56.3333333,-3.25
12591,1/16/09 1:51,25695,1200,Visa,54780,Vienna,Vienna,Austria,1/16/09 1:38,1/24/09 5:39,48.2,16.3666667
12592,01-01-09 6:29,25696,1200,Mastercard,54781,Vicenza,Veneto,Italy,08-03-07 2:48,1/24/09 5:51,45.55,11.55
12593,1/21/09 7:59,25697,1200,Visa,54782,Mechanics Grove             ,PA,United States,04-07-08 17:15,1/24/09 6:01,39.89694,-76.16389
12594,1/23/09 7:37,25698,3600,Amex,54783,Miami                       ,FL,United States,1/23/09 6:32,1/24/09 6:54,25.77389,-80.19389
12595,1/18/09 14:39,25699,1200,Visa,54784,Silver Spring               ,MD,United States,01-05-09 15:43,1/24/09 7:31,38.99056,-77.02639
12596,1/24/09 9:01,25700,3600,Visa,54785,Kirriemuir,Scotland,United Kingdom,1/24/09 8:02,1/24/09 8:02,56.6666667,-3
12597,1/15/09 1:41,25701,1200,Diners,54786,Roquefort,Provence-Alpes-Cote d'Azur,France,1/14/09 4:13,1/24/09 8:36,43.25,5.6166667
12598,1/17/09 7:23,25702,1200,Visa,54787,Portland                    ,OR,United States,11/28/07 10:05,1/24/09 8:54,45.52361,-122.675
12599,1/23/09 11:37,25703,1200,Diners,54788,Staten Island               ,NY,United States,1/23/09 10:42,1/24/09 8:59,40.56472,-74.1275
12600,1/19/09 15:02,25704,1200,Mastercard,54711,San Antonio                 ,TX,United States,1/19/09 14:43,1/24/09 10:26,29.42389,-98.49333
12601,01-11-09 7:10,25705,3600,Visa,54701,Guildford,England,United Kingdom,03-07-06 5:47,1/24/09 14:54,51.2166667,-0.5666667
12602,01-10-09 3:28,25706,1200,Visa,54702,Horten,Vestfold,Norway,11/24/08 15:50,1/24/09 15:10,59.4136111,10.4669444
12603,01-07-09 19:03,25707,3600,Mastercard,54703,Englewood                   ,CO,United States,12/17/07 19:55,1/24/09 19:19,39.64778,-104.98722
12604,1/17/09 14:02,25708,1200,Visa,54704,San Antonio                 ,TX,United States,12-07-05 19:48,1/24/09 21:29,29.42389,-98.49333
12605,1/25/09 0:09,25709,1200,Visa,54705,Princeville                 ,HI,United States,6/20/08 22:08,1/25/09 0:12,22.22361,-159.48528
12606,01-09-09 14:27,25710,1200,Visa,54706,Castleknock,Dublin,Ireland,6/14/07 13:14,1/25/09 0:57,53.3786111,-6.3922222
12607,01-09-09 14:32,25711,1200,Visa,54707,Castleknock,Dublin,Ireland,6/14/07 13:14,1/25/09 0:57,53.3786111,-6.3922222
12608,01-11-09 15:59,25712,1200,Visa,54708,Bishops Stortford,England,United Kingdom,1/17/06 8:51,1/25/09 3:03,51.8666667,0.1666667
12609,01-06-09 14:38,25713,3600,Mastercard,54709,Den Haag,Zuid-Holland,Netherlands,5/14/07 12:48,1/25/09 3:13,52.0833333,4.3
12610,01-06-09 9:52,25714,1200,Mastercard,54710,Lafayette                   ,CA,United States,01-03-09 15:01,1/25/09 10:19,37.88583,-122.11694
12611,01-01-09 9:21,25715,1200,Diners,54711,Blackpool,England,United Kingdom,01-01-09 8:05,1/25/09 10:52,53.8166667,-3.05
12612,01-03-09 7:58,25716,1200,Mastercard,54711,Hellerup,Kobenhavn,Denmark,01-02-09 12:27,1/25/09 11:13,55.7333333,12.5833333
12613,01-11-09 11:36,25717,1200,Mastercard,54701,London,England,United Kingdom,10/14/08 14:23,1/25/09 11:16,51.51334,-0.08895
12614,1/13/09 14:53,25718,1200,Visa,54702,N Java                      ,NY,United States,1/13/09 13:22,1/25/09 11:33,42.68361,-78.33806
12615,01-01-09 10:06,25719,3600,Mastercard,54703,Munich,Bayern,Germany,01-01-09 9:13,1/25/09 11:37,48.15,11.5833333
12616,1/16/09 5:07,25720,1200,Amex,54704,Brulon,Pays de la Loire,France,08-06-07 7:48,1/25/09 11:42,47.9666667,-0.2333333
12617,01-06-09 16:37,25721,1200,Visa,54705,Austin                      ,TX,United States,12/28/08 12:31,1/25/09 12:17,30.26694,-97.74278
12618,1/18/09 17:21,25722,1200,Mastercard,54706,Midland Park                ,NJ,United States,01-11-09 20:59,1/25/09 14:00,40.98917,-74.14111
12619,1/13/09 15:18,25723,1200,Amex,54707,Centerport                  ,NY,United States,1/13/09 14:46,1/25/09 14:01,40.88528,-73.37667
12620,1/24/09 8:21,25724,1200,Mastercard,54708,Neustift am Walde,Vienna,Austria,7/19/05 12:42,1/25/09 14:22,48.25,16.3
12621,1/24/09 8:25,25725,1200,Mastercard,54709,Neustift am Walde,Vienna,Austria,7/19/05 12:42,1/25/09 14:22,48.25,16.3
12622,1/18/09 13:06,25726,1200,Diners,54710,Shorewood                   ,MN,United States,1/18/09 8:44,1/25/09 14:49,44.90333,-93.56611
12623,1/22/09 18:44,25727,1200,Visa,54711,Southlake                   ,TX,United States,1/22/09 17:24,1/25/09 15:02,32.94111,-97.13389
12624,01-08-09 8:58,25728,1200,Mastercard,54711,Huntington                  ,NY,United States,01-08-09 8:22,1/25/09 17:39,40.86806,-73.42611
12625,01-04-09 9:54,25729,1200,Mastercard,54701,The Woodlands               ,TX,United States,12/30/08 20:41,1/25/09 18:23,30.15778,-95.48917
12626,1/13/09 20:22,25730,1200,Visa,54702,Kelowna,British Columbia,Canada,08-02-08 14:28,1/25/09 19:25,49.9,-119.4833333
12627,01-09-09 10:22,25731,1200,Mastercard,54703,White House                 ,TN,United States,01-05-09 14:49,1/25/09 19:35,36.47028,-86.65139
12628,01-05-09 12:28,25732,1200,Visa,54704,Rungsted,Frederiksborg,Denmark,01-05-09 12:02,1/25/09 23:22,55.8841667,12.5419444
12629,1/26/09 3:43,25733,1200,Mastercard,54705,Lake Mahopac                ,NY,United States,1/26/09 3:10,1/26/09 3:10,41.37222,-73.73389
12630,1/26/09 3:49,25734,3600,Mastercard,54706,Biot,Provence-Alpes-Cote d'Azur,France,03-01-08 0:00,1/26/09 3:18,43.6333333,7.1
12631,01-11-09 13:16,25735,3600,Visa,54707,Plantation                  ,FL,United States,01-11-09 12:20,1/26/09 3:42,26.12194,-80.14361
12632,1/22/09 15:32,25736,1200,Mastercard,54708,Killiney,Dublin,Ireland,2/27/07 11:35,1/26/09 4:32,53.2522222,-6.1125
12633,01-09-09 14:25,25737,1200,Amex,54709,Guer,Brittany,France,04-07-08 0:00,1/26/09 5:32,47.9,-2.1166667
12634,1/21/09 11:28,25738,800,Amex,54710,Arlington                   ,VA,United States,9/25/05 20:26,1/26/09 6:23,38.89028,-77.08444
12635,01-01-09 14:19,25739,1200,Mastercard,54711,Three Hills,Alberta,Canada,5/21/08 11:39,1/26/09 7:17,51.7,-113.2666667
12636,1/26/09 4:30,25740,1200,Visa,54711,Great Falls,Virginia,United States,1/26/09 0:00,1/26/09 7:48,38.99806,-77.28861
12637,01-07-09 4:45,25741,1200,Amex,54701,London,England,United Kingdom,01-07-09 4:30,1/26/09 8:01,51.52721,0.14559
12638,01-11-09 12:12,25742,1200,Visa,54702,Clontarf,Dublin,Ireland,11/30/05 12:50,1/26/09 10:00,53.3591667,-6.2161111
12639,1/26/09 10:24,25743,1200,Visa,54703,Vancouver,British Columbia,Canada,12-01-08 18:30,1/26/09 10:12,49.25,-123.1333333
12640,1/26/09 8:58,25744,1200,Diners,54704,London,England,United Kingdom,1/26/09 8:46,1/26/09 11:14,51.52721,0.14559
12641,01-07-09 17:51,25745,1200,Visa,54705,Dickerson                   ,MD,United States,1/13/06 9:38,1/26/09 11:35,39.22,-77.42444
12642,1/18/09 20:16,25746,1200,Mastercard,54706,Princeton                   ,NJ,United States,1/18/09 19:47,1/26/09 13:07,40.34861,-74.65944
12643,1/13/09 9:51,25747,1200,Mastercard,54707,Calgary,Alberta,Canada,01-04-09 23:43,1/26/09 17:24,51.0833333,-114.0833333
12644,1/24/09 18:43,25748,1200,Visa,54708,North Tustin                ,CA,United States,01-11-09 13:33,1/26/09 21:29,33.76444,-117.79306
12645,01-05-09 0:46,25749,1200,Amex,54709,Gurgaon,Haryana,India,01-02-09 3:03,1/27/09 0:17,28.4666667,77.0333333
12646,01-09-09 1:12,25750,1200,Visa,54710,Rambouillet,Ile-de-France,France,6/18/08 6:35,1/27/09 2:56,48.65,1.8333333
12647,1/26/09 6:25,25751,1200,Visa,54711,Gladwyne                    ,PA,United States,1/19/09 6:38,1/27/09 3:58,40.04056,-75.27944
12648,1/21/09 16:57,25752,1200,Mastercard,54711,Houston                     ,TX,United States,1/21/09 16:37,1/27/09 4:43,29.76306,-95.36306
12649,01-05-09 5:33,25753,1200,Mastercard,54700,London,England,United Kingdom,12-08-05 13:22,1/27/09 4:49,51.52721,0.14559
12650,1/27/09 5:10,25754,1200,Visa,54701,Slough,England,United Kingdom,1/15/09 10:07,1/27/09 4:51,51.5,-0.5833333
12651,01-07-09 8:00,25755,1200,Mastercard,54702,Glan-Munchweiler,Rhineland-Palatinate,Germany,5/26/05 7:00,1/27/09 6:30,49.4666667,7.4333333
12652,1/20/09 7:08,25678,3600,Visa,54703,Downingtown                 ,PA,United States,1/19/09 8:06,1/27/09 6:38,40.00639,-75.70361
12653,1/27/09 2:26,25679,1200,Diners,54704,MT Pleasant                 ,TX,United States,1/27/09 2:16,1/27/09 6:41,33.15667,-94.96806
12654,01-05-09 6:14,25680,1200,Mastercard,54705,Veigy-Foncenex,Rhone-Alpes,France,01-05-09 4:52,1/27/09 7:01,46.2666667,6.25
12655,1/13/09 8:11,25681,3600,Visa,54706,Katy                        ,TX,United States,5/27/08 11:01,1/27/09 7:49,29.78556,-95.82417
12656,01-10-09 9:18,25682,1200,Diners,54707,Gorey, ,Jersey,05-09-06 10:43,1/27/09 7:51,49.2,-2.0333333
12657,01-08-09 18:52,25683,1200,Visa,54708,Belgrade                    ,MT,United States,01-07-09 15:30,1/27/09 9:40,45.77611,-111.17611
12658,01-12-09 10:06,25684,1200,Mastercard,54709,Calgary,Alberta,Canada,01-10-09 14:15,1/27/09 14:26,51.0833333,-114.0833333
12659,01-01-09 19:25,25685,1200,Diners,54710,Toronto,Ontario,Canada,01-08-08 20:41,1/27/09 14:59,43.6666667,-79.4166667
12660,1/27/09 15:28,25686,1200,Visa,54711,Corrales                    ,NM,United States,1/17/09 17:52,1/27/09 15:17,35.23778,-106.60611
12661,01-02-09 18:43,25687,1200,Visa,54701,Cork,Cork,Ireland,12/22/08 15:39,1/27/09 15:43,51.8986111,-8.4958333
12662,01-08-09 18:41,25688,1200,Diners,54702,Tenafly                     ,NJ,United States,12-09-07 17:59,1/27/09 18:12,40.92528,-73.96333
12663,01-04-09 18:34,25689,1200,Visa,54703,Leesburg                    ,VA,United States,01-04-09 16:53,1/27/09 18:37,39.11556,-77.56389
12664,1/25/09 8:32,25690,1200,Visa,54704,Alcona,Ontario,Canada,9/17/07 17:41,1/27/09 19:53,50.0666667,-91.75
12665,1/23/09 22:19,25691,1200,Mastercard,54705,Kuala Lumpur,Kuala Lumpur,Malaysia,1/23/09 22:10,1/27/09 19:54,3.1666667,101.7
12666,01-07-09 10:03,25692,1200,Mastercard,54706,Sydney,New South Wales,Australia,12-01-08 6:09,1/27/09 20:18,-33.8833333,151.2166667
12667,1/18/09 3:46,25693,1200,Visa,54707,Nerang,Queensland,Australia,1/18/09 0:54,1/27/09 23:52,-27.9833333,153.3333333
12668,1/28/09 0:40,25694,1200,Mastercard,54708,Bryceville                  ,FL,United States,1/27/09 22:04,1/28/09 0:01,30.38444,-81.93889
12669,01-02-09 15:18,25695,1200,Diners,54709,Saffron Walden,England,United Kingdom,09-01-04 2:08,1/28/09 1:26,52.0166667,0.25
12670,1/18/09 13:59,25696,1200,Diners,54710,Sutton,Dublin,Ireland,12-01-05 19:57,1/28/09 4:07,53.3905556,-6.1216667
12671,1/16/09 9:54,25697,1200,Mastercard,54711,Durban,KwaZulu-Natal,South Africa,08-03-08 18:20,1/28/09 6:26,-29.85,31.0166667
12672,1/28/09 7:07,25698,1200,Visa,54712,Berkeswell,England,United Kingdom,1/28/09 6:57,1/28/09 7:18,52.4,-1.6333333
12673,1/28/09 7:31,25699,1200,Visa,54713,Dryden                      ,VA,United States,1/28/09 7:22,1/28/09 7:34,36.7775,-82.94167
12674,1/18/09 12:32,25700,1200,Visa,54714,Santry,Dublin,Ireland,12/14/08 14:26,1/28/09 7:41,53.3986111,-6.2597222
12675,1/13/09 14:05,25701,1200,Amex,54715,Barcelona,Catalonia,Spain,01-09-09 7:54,1/28/09 7:45,41.3833333,2.1833333
12676,1/28/09 7:49,25702,1200,Visa,54716,Fayetteville                ,NC,United States,1/28/09 7:45,1/28/09 7:47,35.0525,-78.87861
12677,1/28/09 3:07,25703,1200,Visa,54717,Anse Comeau,Quebec,Canada,1/26/09 11:47,1/28/09 8:08,49.2166667,-68.15
12678,01-12-09 15:16,25704,1200,Visa,54718,Thorlakshofn, ,Iceland,01-12-09 11:41,1/28/09 8:44,63.85,-21.3666667
12679,01-06-09 11:17,25705,3600,Visa,54719,Overland                    ,KS,United States,2/21/08 8:53,1/28/09 9:23,38.98222,-94.67056
12680,1/23/09 9:49,25706,1200,Visa,54720,King City,Ontario,Canada,1/23/09 8:18,1/28/09 9:43,43.9333333,-79.5333333
12681,1/24/09 4:01,25707,1200,Visa,54721,Leighton Buzzard,England,United Kingdom,01-07-06 10:56,1/28/09 10:12,51.9166667,-0.65
12682,1/25/09 18:21,25708,1200,Visa,54722,Umea,Vasterbotten,Sweden,1/25/09 16:35,1/28/09 10:19,63.8333333,20.25
12683,1/15/09 10:51,25709,1200,Mastercard,54723,Sola,Rogaland,Norway,01-11-09 8:54,1/28/09 10:39,58.8833333,5.6
12684,01-02-09 5:14,25710,1200,Visa,54724,Stockton-on-Tees,England,United Kingdom,01-01-05 6:03,1/28/09 11:07,54.5833333,-1.4166667
12685,01-09-09 10:35,25711,3600,Visa,54725,Senatobia                   ,MS,United States,01-08-09 14:02,1/28/09 11:08,34.6175,-89.96861
12686,01-04-09 10:16,25712,1200,Mastercard,54726,Berlin,Berlin,Germany,12/28/08 10:50,1/28/09 11:09,52.5166667,13.4
12687,01-02-09 12:16,25713,1200,Mastercard,54727,Waldorf                     ,MD,United States,12-11-08 6:16,1/28/09 12:07,38.62444,-76.93944
12688,1/28/09 12:31,25714,1200,Diners,54728,Brooklyn                    ,NY,United States,1/28/09 12:21,1/28/09 12:30,40.65,-73.95
12689,1/14/09 12:07,25715,1200,Mastercard,54729,Lakeville                   ,MN,United States,1/13/09 22:28,1/28/09 12:37,44.64972,-93.2425
12690,1/16/09 7:20,25716,3600,Mastercard,54730,Saint-Cergues,Rhone-Alpes,France,1/15/09 4:53,1/28/09 12:43,46.2333333,6.3166667
12691,01-06-09 9:55,25717,1200,Mastercard,54731,Vancouver,British Columbia,Canada,10-07-08 14:55,1/28/09 13:17,49.25,-123.1333333
12692,01-07-09 12:55,25718,1200,Amex,54732,Stamford                    ,CT,United States,01-05-09 6:26,1/28/09 13:24,41.05333,-73.53917
12693,1/19/09 12:14,25719,1200,Mastercard,54733,Rathfarnham,Dublin,Ireland,05-10-08 7:07,1/28/09 13:28,53.3005556,-6.2827778
12694,1/13/09 15:19,25720,3600,Visa,54734,Paris,Ile-de-France,France,6/27/07 4:41,1/28/09 14:11,48.8666667,2.3333333
12695,1/18/09 8:56,25721,1200,Mastercard,54735,Howell                      ,MI,United States,1/30/08 13:16,1/28/09 14:37,42.60722,-83.92944
12696,01-04-09 17:54,25722,1200,Amex,54736,Encinitas                   ,CA,United States,01-01-09 10:12,1/28/09 15:13,33.03694,-117.29111
12697,01-05-09 13:46,25723,1200,Visa,54737,Atchison                    ,KS,United States,11-11-08 14:19,1/28/09 17:10,39.56306,-95.12139
12698,01-05-09 10:49,25724,3600,Amex,54738,Mililani                    ,HI,United States,8/23/07 0:00,1/28/09 18:13,21.42556,-157.96083
12699,01-12-09 18:24,25725,1200,Diners,54739,Victor                      ,NY,United States,12/18/08 7:14,1/28/09 18:19,42.9825,-77.40917
12700,1/18/09 4:01,25726,1200,Visa,54740,Fairbanks                   ,AK,United States,01-06-09 0:18,1/28/09 23:56,64.83778,-147.71639
12701,1/16/09 10:58,25727,1200,Visa,54741,Soro,Vestsjalland,Denmark,7/27/07 7:22,1/29/09 3:16,55.4333333,11.5666667
12702,1/13/09 8:20,25728,1200,Mastercard,54742,Warlingham,England,United Kingdom,03-04-05 5:51,1/29/09 3:25,51.3,-0.05
12703,01-12-09 1:42,25729,1200,Mastercard,54743,Hamburg,Hamburg,Germany,01-07-09 7:56,1/29/09 4:33,53.55,10
12704,1/28/09 13:07,25730,1200,Amex,54744,Accokeek                    ,MD,United States,11/29/07 5:56,1/29/09 4:40,38.6675,-77.02861
12705,1/29/09 5:43,25731,1200,Visa,54745,Sunnyvale                   ,CA,United States,1/29/09 5:18,1/29/09 5:18,37.36889,-122.03528
12706,1/29/09 5:30,25732,1200,Diners,54746,Ithaca                      ,NY,United States,1/29/09 4:49,1/29/09 6:56,42.44056,-76.49694
12707,1/13/09 18:08,25733,1200,Amex,54747,Houston                     ,TX,United States,1/13/09 17:02,1/29/09 7:34,29.76306,-95.36306
12708,01-09-09 15:24,25734,1200,Mastercard,54748,Farmingtn Hls               ,MI,United States,01-09-09 13:59,1/29/09 8:05,42.46444,-83.37639
12709,1/23/09 15:33,25735,1200,Mastercard,54749,Brooklyn                    ,NY,United States,1/23/09 14:18,1/29/09 11:02,40.65,-73.95
12710,1/29/09 12:28,25736,1200,Mastercard,54750,Great Falls                 ,VA,United States,5/21/07 14:57,1/29/09 12:31,38.99806,-77.28861
12711,1/13/09 11:31,25737,1200,Visa,54751,Gosport,England,United Kingdom,01-09-09 11:30,1/29/09 12:48,50.8,-1.1333333
12712,1/29/09 10:09,25738,3600,Mastercard,54752,Scottsdale                  ,AZ,United States,1/29/09 9:59,1/29/09 12:58,33.50917,-111.89833
12713,1/29/09 15:08,25739,1200,Visa,54753,Sunnyvale                   ,CA,United States,1/29/09 14:04,1/29/09 14:04,37.36889,-122.03528
12714,01-04-09 5:12,25740,1200,Visa,54754,Songnae-dong,Soul-t'ukpyolsi,South Korea,12/30/08 8:40,1/29/09 16:41,37.5333333,127.1166667
12715,1/22/09 22:16,25741,3600,Mastercard,54755,Clyde Hill                  ,WA,United States,1/17/09 23:28,1/29/09 16:51,47.61056,-122.19944
12716,01-05-09 19:26,25742,1200,Visa,54756,Ruschlikon,Zurich,Switzerland,01-05-09 19:14,1/30/09 1:06,47.3,8.55
12717,01-11-09 12:22,25743,1200,Visa,54757,Minneapolis                 ,MN,United States,01-11-09 7:18,1/30/09 2:10,44.98,-93.26361
12718,01-02-09 9:31,25744,1200,Visa,54758,Chicago                     ,IL,United States,01-02-09 9:09,1/30/09 5:35,41.85,-87.65
